"locus_tag","gene_name","function","logFC","logCPM","PValue","q.value","UniprotID"
"ABUW_1986","ABUW_1986","replication initiation factor",-5.43684525467179,3.11721735325857,0.0233786479299361,0.461684843305377,"WP_038405894.1"
"ABUW_1987","ABUW_1987","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_045887724.1"
"ABUW_1989","ABUW_1989","hypothetical protein",-3.55654776213544,2.25315698210601,0.261885750250638,1,"WP_032017210.1"
"ABUW_1990","ABUW_1990","hypothetical protein",-5.26239631708522,3.01462402917841,0.0320458268564277,0.535270954085386,"WP_045887726.1"
"ABUW_1992","ABUW_1992","hypothetical protein",0.424879011033467,2.07891875272115,1,1,"WP_032017212.1"
"ABUW_1994","ABUW_1994","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_032017213.1"
"ABUW_1996","ABUW_1996","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2051","ABUW_2051","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000794351.1"
"ABUW_2053","ABUW_2053","pili assembly chaperone",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000774086.1"
"ABUW_2059","ABUW_2059","hypothetical protein",-3.01929403624896,2.08378961665514,0.505483368463486,1,"WP_000040098.1"
"ABUW_2060","ABUW_2060","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_001127338.1"
"ABUW_2062","ABUW_2062","phospholipase D/Transphosphatidylase",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_000609993.1"
"ABUW_2066","acdP","dipeptidase",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2067","pqqE","coenzyme PQQ biosynthesis protein E",-2.6667300577192,2.00732051655534,0.500635399121533,1,"WP_000134724.1"
"ABUW_2070","pqqB","coenzyme PQQ biosynthesis protein B",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_000548467.1"
"ABUW_2079","modA","molybdate ABC transporter, periplasmic molybdate-binding protein",-1.47650815239268,1.8197112660932,1,1,"WP_000253153.1"
"ABUW_2081","antA","anthranilate 1,2-dioxygenase, large subunit",-3.33562309092905,2.19062965168,0.27027245011002,1,"WP_000204398.1"
"ABUW_2082","antB","anthranilate 1,2-dioxygenase, small subunit",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000076817.1"
"ABUW_2083","antC","anthranilate dioxygenase reductase",-1.47650815239268,1.8197112660932,1,1,"WP_001985613.1"
"ABUW_2085","ABUW_2085","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000843218.1"
"ABUW_2090","ABUW_2090","4-hydroxybenzoate transporter",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000848256.1"
"ABUW_2091","ABUW_2091","transcriptional regulator, AraC family",-1.47650815239268,1.8197112660932,1,1,"WP_001985605.1"
"ABUW_2092","bdhA","3-hydroxybutyrate dehydrogenase",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_2093","ABUW_2093","GntP family transporter",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000263726.1"
"ABUW_2095","ABUW_2095","transcriptional regulator, LysR family",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000172956.1"
"ABUW_2097","atoA","3-oxoacid CoA-transferase, subunit B",-3.52511387099043,2.2252615598953,0.276664216404018,1,"no data"
"ABUW_2098","atoE","short-chain fatty acid transporter",-2.24429920710906,1.94313126407536,0.999999999999999,1,"no data"
"ABUW_2099","ABUW_2099","acetyl-CoA acetyltransferase",-2.92797863786459,2.06771563730934,0.585872860939496,1,"WP_000095311.1"
"ABUW_2100","ABUW_2100","transcriptional regulator, LysR family",-1.47650815239268,1.8197112660932,1,1,"WP_001983834.1"
"ABUW_2101","ABUW_2101","transcriptional regulator, LysR family",-5.23946699291255,3.00303756840462,0.0367084106876499,0.569354941277835,"WP_001047842.1"
"ABUW_2104","aspA","fumarate lyase",-4.9695606246628,2.8512606199485,0.0632384174206438,0.692701831106436,"no data"
"ABUW_2105","ABUW_2105","TonB-dependent siderophore receptor",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_001986280.1"
"ABUW_2106","pcaT","metabolite:H+ symporter",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_2113","ABUW_2113","succinate dehydrogenase",-1.47650815239268,1.8197112660932,1,1,"WP_000428993.1"
"ABUW_2118","ABUW_2118","transcriptional regulator, AraC type",-5.96932192540794,3.45831794023083,0.00375204713448882,0.126735814320511,"WP_000331392.1"
"ABUW_2121","ABUW_2121","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000925661.1"
"ABUW_2122","ABUW_2122","oxidoreductase",-3.28467597946602,2.15571956286179,0.285999179329866,1,"WP_223235084.1"
"ABUW_2124","ABUW_2124","sigma-54 specific, transcriptional regulator, Fis family",-2.66815201489759,2.02866003665375,0.500635399121533,1,"WP_001096439.1"
"ABUW_2125","ABUW_2125","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000637009.1"
"ABUW_2128","lpdA2","dihydrolipoamide dehydrogenase",-2.60476037731874,1.99055417797053,0.550847465749751,1,"no data"
"ABUW_2129","acoC","dihydrolipoamide acetyltransferase",-3.20654951467844,2.14027679706828,0.581899568696281,1,"no data"
"ABUW_2130","acoB","acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_2131","acoA","acetoin:2,6-dichlorophenolindophenol oxidoreductase alpha subunit",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2135","ABUW_2135","GGDEF domain protein",-3.77457466805304,2.33446312561593,0.139573389796635,0.859633558125512,"WP_000775755.1"
"ABUW_2146","rnd","ribonuclease D",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_2149","ABUW_2149","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000917295.1"
"ABUW_2151","ABUW_2151","poly(R)-hydroxyalkanoic acid synthase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000825833.1"
"ABUW_2159","ABUW_2159","histidine triad protein",-1.47650815239268,1.8197112660932,1,1,"WP_000312749.1"
"ABUW_2160","ABUW_2160","putative porin",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000734917.1"
"ABUW_2165","ABUW_2165","outer-membrane receptor for Fe(III)-coprogen,Fe(III)-ferrioxamine B and Fe(III)-rhodotrulic acid",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_001025119.1"
"ABUW_2166","ABUW_2166","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000091760.1"
"ABUW_2167","ABUW_2167","iron-regulated membrane protein",-1.47650815239268,1.8197112660932,1,1,"WP_000548727.1"
"ABUW_2170","aro2","3-deoxy-7-phosphoheptulonate synthase",-3.02409569181363,2.09271809116162,0.500635399121533,1,"no data"
"ABUW_2175","cobU","bifunctional adenosylcobalamin biosynthesis protein CobP",-2.66599686960331,1.99525067589503,0.999999999999975,1,"WP_000939717.1"
"ABUW_2176","ABUW_2176","hypothetical protein",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000249278.1"
"ABUW_2177","ABUW_2177","HAD-superfamily hydrolase",-1.47650815239268,1.8197112660932,1,1,"WP_005115784.1"
"ABUW_2178","ABUW_2178","rhizobactin siderophore biosynthesis protein RhbD",-1.47650815239268,1.8197112660932,1,1,"WP_000956973.1"
"ABUW_2179","ABUW_2179","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000006591.1"
"ABUW_2182","ABUW_2182","TonB-dependent receptor",-3.00919432030763,2.08116618207408,0.51783671535054,1,"WP_000413997.1"
"ABUW_2187","ABUW_2187","transporter, major facilitator family",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000442383.1"
"ABUW_2194","ABUW_2194","acyl-CoA dehydrogenase, middle domain protein",-1.47650815239268,1.8197112660932,1,1,"WP_001053251.1"
"ABUW_2196","alkR","transcriptional regulator, AraC family",-2.66599686960331,1.99525067589503,0.999999999999975,1,"no data"
"ABUW_2199","ABUW_2199","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000368000.1"
"ABUW_2206","hscA","Fe-S protein assembly chaperone HscA",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001196578.1"
"ABUW_2210","mfd","transcription-repair coupling factor",-3.18022548617699,2.13156839529328,0.378319368576155,1,"WP_000487568.1"
"ABUW_2217","ABUW_2217","phosphoglycerate mutase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001162376.1"
"ABUW_2238","ABUW_2238","hypothetical protein",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_001190745.1"
"ABUW_2242","rpsA","ribosomal protein S1",-2.19186783462656,1.93057900459029,0.999999999999975,1,"WP_000140309.1"
"ABUW_2244","ABUW_2244","hypothetical protein",-2.64815976229385,2.00462153746236,0.57397778698781,1,"WP_001246675.1"
"ABUW_2265","ABUW_2265","nucleotidyl transferase family protein",-2.66741811599824,2.01665860795898,0.500635399121533,1,"WP_000646460.1"
"ABUW_2270","ABUW_2270","hypothetical protein",-5.54704610381461,3.1846810510992,0.0167941269220466,0.377295084539558,"WP_001049822.1"
"ABUW_2272","ABUW_2272","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000022187.1"
"ABUW_2274","ABUW_2274","cupin family protein",-1.47650815239268,1.8197112660932,1,1,"WP_000133515.1"
"ABUW_2277","sstT","inner membrane symporter YgjU",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000889009.1"
"ABUW_2280","ABUW_2280","putative transport protein",-1.47650815239268,1.8197112660932,1,1,"WP_000922246.1"
"ABUW_2285","putP","sodium/proline symporter",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_000119795.1"
"ABUW_2287","putA","delta-1-pyrroline-5-carboxylate dehydrogenase",-2.60491906972555,1.99055417797053,0.550640541653086,1,"WP_001094968.1"
"ABUW_2297","ABUW_2297","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000966850.1"
"ABUW_2302","ABUW_2302","transcriptional regulator, XRE family",-3.02302114057013,2.07668969307027,0.500635399121533,1,"WP_000340965.1"
"ABUW_2307","bioB","biotin synthase",-1.47650815239268,1.8197112660932,1,1,"WP_000175360.1"
"ABUW_2312","ABUW_2312","fimbrial biogenesis outer membrane usher protein",-1.47650815239268,1.8197112660932,1,1,"WP_005115797.1"
"ABUW_2320","ABUW_2320","transcriptional Regulator, LysR family",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001010553.1"
"ABUW_2324","ABUW_2324","heme oxygenase-like protein",-1.47650815239268,1.8197112660932,1,1,"WP_001124739.1"
"ABUW_2327","ABUW_2327","hypothetical protein",-2.24443861659476,1.94313126407536,1,1,"WP_000907230.1"
"ABUW_2329","ABUW_2329","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_005141545.1"
"ABUW_2334","ABUW_2334","glutathione S-transferase",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_001265503.1"
"ABUW_2338","metQ1","D-methionine transport protein",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2340","metN1","D-and L-methionine transport protein",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2350","purT","phosphoribosylglycinamide formyltransferase 2",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_002000338.1"
"ABUW_2351","glnD","[protein-PII] uridylyltransferase",-2.2443858469792,1.94313126407536,0.999999999999999,1,"WP_000611178.1"
"ABUW_2353","ABUW_2353","lysine exporter protein",-1.47650815239268,1.8197112660932,1,1,"WP_000451673.1"
"ABUW_2357","ABUW_2357","aspartate aminotransferase",0.693000435512893,7.0686826948465,0.652536684859617,1,"WP_000078700.1"
"ABUW_2366","chrA2","chromate transporter",-2.19078776384674,1.91307375918052,0.999999999999975,1,"no data"
"ABUW_2367","xxx","chromate transporter",-2.19113267808259,1.917990603871,0.999999999999975,1,"no data"
"ABUW_2373","ABUW_2373","amidohydrolase",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_000136119.1"
"ABUW_2374","ABUW_2374","isochorismatase hydrolase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001043289.1"
"ABUW_2377","ABUW_2377","permease",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_001066271.1"
"ABUW_2378","hyu","Asp/Glu racemase",-3.17994366761725,2.13156839529328,0.37775260733043,1,"no data"
"ABUW_2379","tauD","taurine dioxygenase",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_001099252.1"
"ABUW_2381","tauB","taurine import ATP-binding protein",4.01551531308967,1.96331491148822,0.385369720556611,1,"no data"
"ABUW_2383","ABUW_2383","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000472481.1"
"ABUW_2384","ABUW_2384","sugar transport protein",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_000107065.1"
"ABUW_2385","ABUW_2385","monooxygenase, NtaA/SnaA/SoxA family",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001986580.1"
"ABUW_2386","ABUW_2386","acyl-CoA dehydrogenase family protein",-2.24433349010635,1.94313126407536,0.999999999999998,1,"WP_000183277.1"
"ABUW_2389","cioA","cytochrome bd ubiquinol oxidase, subunit I",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_2390","cioB","cytochrome D ubiquinol oxidase, subunit II",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2392","ABUW_2392","aminotransferase",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_000278262.1"
"ABUW_2402","mdcA","malonate decarboxylase, alpha subunit",-2.24428154106331,1.94313126407536,1,1,"WP_000399235.1"
"ABUW_2403","ABUW_2403","MFS permease",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_000941172.1"
"ABUW_2404","ABUW_2404","acetyltransferase",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000060331.1"
"ABUW_2406","ABUW_2406","transcriptional regulator, GntR family",-2.6667300577192,2.00732051655534,0.500635399121533,1,"WP_000113414.1"
"ABUW_2409","ABUW_2409","transcriptional regulator, LysR family",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000949917.1"
"ABUW_2411","ABUW_2411","glutathione S-transferase family protein",-2.19113267808259,1.917990603871,0.999999999999975,1,"no data"
"ABUW_2412","ABUW_2412","transcriptional regulator, LysR family",-1.47650815239268,1.8197112660932,1,1,"WP_000357081.1"
"ABUW_2413","ABUW_2413","3-oxoacyl-[acyl-carrier-protein] reductase",-1.47650815239268,1.8197112660932,1,1,"WP_001027442.1"
"ABUW_2417","ABUW_2417","cysteine desulfurase",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000211578.1"
"ABUW_2420","ABUW_2420","ABC transporter, periplasmic binding protein",-2.24422999501548,1.94313126407536,0.999999999999999,1,"WP_000209987.1"
"ABUW_2421","ABUW_2421","ABC transporter, periplasmic binding protein",-3.02375271434534,2.08825739610137,0.500635399121533,1,"WP_000476792.1"
"ABUW_2423","ABUW_2423","ArtM protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000418072.1"
"ABUW_2428","ABUW_2428","sensor histidine kinase/response regulator",-2.19186783462656,1.93057900459029,0.999999999999975,1,"WP_000116421.1"
"ABUW_2431","umuD","DNA polymerase V component",-1.47650815239268,1.8197112660932,1,1,"WP_001124838.1"
"ABUW_2433","ABUW_2433","KGG domain-containing protein",-2.64816167312947,2.00462153746236,0.573966602864275,1,"no data"
"ABUW_2436","katE","catalase",-4.01960081158921,4.00100413799254,0.00244473493127965,0.0906340755010992,"WP_001985865.1"
"ABUW_2445","ABUW_2445","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_001985862.1"
"ABUW_2448","ABUW_2448","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_001991586.1"
"ABUW_2458","ABUW_2458","oxidoreductase",0.459751068919578,2.04014218928705,1,1,"WP_001017562.1"
"ABUW_2460","acdB2","acyl-CoA dehydrogenase",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2461","ABUW_2461","thioesterase superfamily protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001984007.1"
"ABUW_2463","ABUW_2463","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000733490.1"
"ABUW_2465","dcaI","3-oxoadipate CoA-transferase subunit A",1.17368474346874,1.95970482474818,0.999999999999975,1,"no data"
"ABUW_2466","dcaK","MFS short chain dicaboxylate:H+ symporter",-3.30550708277344,2.14887709056499,0.253164929512146,1,"no data"
"ABUW_2467","dcaA2","acyl-CoA dehydrogenase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_2470","dcaH","3-oxoadipate CoA-transferase subunit A",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2472","dcaR","transcriptional regulator, IclR family",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_2473","ABUW_2473","major facilitator superfamily MFS_1",-3.25806809292589,2.14458028205954,0.529865434146626,1,"WP_000977179.1"
"ABUW_2474","ABUW_2474","2-nitropropane dioxygenase",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000850368.1"
"ABUW_2475","ABUW_2475","enoyl-CoA hydratase/isomerase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001186958.1"
"ABUW_2476","dcaS","transcriptional regulator, IclR family",-2.66815201489759,2.02866003665375,0.500635399121533,1,"no data"
"ABUW_2477","caiB1","L-carnitine dehydrogenase",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2479","mucK1","cis-muconate transport protein",-3.95890678827455,2.39773490492654,0.146728078684646,0.861106871045027,"no data"
"ABUW_2482","ABUW_2482","FAD dependent oxidoreductase",-2.19186783462656,1.93057900459029,0.999999999999975,1,"WP_001057853.1"
"ABUW_2485","ABUW_2485","2-aminoethylphosphonate ABC transport system, 1-aminoethylphosphonate-binding protein component",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000816406.1"
"ABUW_2486","ABUW_2486","transcriptional regulator, GntR family",-1.47650815239268,1.8197112660932,1,1,"WP_000434318.1"
"ABUW_2487","pobA","4-hydroxybenzoate 3-monooxygenase",-1.47650815239268,1.8197112660932,1,1,"WP_000353523.1"
"ABUW_2490","ABUW_2490","transcriptional regulator, LysR family",1.65265264657617,2.45034935102109,0.474741925630499,1,"WP_001163433.1"
"ABUW_2492","gabD2","succinate-semialdehyde dehydrogenase (NADP+)",-2.19078776384674,1.91307375918052,0.999999999999975,1,"no data"
"ABUW_2496","ABUW_2496","aldehyde dehydrogenase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000123063.1"
"ABUW_2500","ABUW_2500","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000420415.1"
"ABUW_2506","ABUW_2506","3-hydroxy-3-methylglutaryl-CoA lyase",-2.64816358532523,2.00462153746236,0.573955411967444,1,"WP_000123655.1"
"ABUW_2507","ABUW_2507","L-carnitine dehydratase/bile acid-inducible protein F",-3.17997458293851,2.13156839529328,0.377814628610794,1,"WP_000050378.1"
"ABUW_2508","ABUW_2508","transcriptional regulator, LysR family",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000546794.1"
"ABUW_2516","ABUW_2516","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2526","paaF","phenylacetate-CoA ligase",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_000377856.1"
"ABUW_2537","sdaA","L-serine dehydratase",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2541","ABUW_2541","amino acid transporter",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000203777.1"
"ABUW_2543","ABUW_2543","shikimate transporter",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_2550","ABUW_2550","hypothetical protein",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_000106975.1"
"ABUW_2551","ABUW_2551","dihydrodipicolinate synthetase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000065199.1"
"ABUW_2560","ABUW_2560","cyanate transport protein CynX",-1.47650815239268,1.8197112660932,1,1,"WP_000813825.1"
"ABUW_2564","ABUW_2564","D-alanyl-D-alanine carboxypeptidase family",-4.70167763567078,2.71301083444297,0.0378295409577084,0.580817194502189,"WP_000972583.1"
"ABUW_2566","ABUW_2566","type IV / VI secretion system protein, DotU family",-2.64816549888257,2.00462153746236,0.57394421429113,1,"no data"
"ABUW_2568","ABUW_2568","type VI secretion-associated protein, ImpA family",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_2570","ABUW_2570","hypothetical protein",-3.25798873462647,2.14458028205954,0.529937061395289,1,"WP_223233524.1"
"ABUW_2571","ABUW_2571","OmpA/MotB domain protein",-1.47650815239268,1.8197112660932,1,1,"WP_001072410.1"
"ABUW_2572","ABUW_2572","type IV secretion-associated protein, family",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2573","icmF","type VI secretion protein IcmF",-4.0671852609819,2.42566483320708,0.104084410027625,0.828315723780051,"no data"
"ABUW_2579","ABUW_2579","type VI secretion protein, EvpB/family",-2.19186783462656,1.93057900459029,0.999999999999975,1,"no data"
"ABUW_2581","ABUW_2581","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"no_data"
"ABUW_2583","ABUW_2583","binding-protein-dependent transport systems inner membrane component",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000542531.1"
"ABUW_2589","ABUW_2589","transcriptional regulator, DUF24 family",-3.18000545151851,2.13156839529328,0.377876593429467,1,"WP_001118143.1"
"ABUW_2591","uca","urea amidolyase",-1.47650815239268,1.8197112660932,1,1,"WP_000475282.1"
"ABUW_2601","ABUW_2601","Sel1 repeat family",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000465123.1"
"ABUW_2602","ABUW_2602","voltage-gated chloride channel",-1.47650815239268,1.8197112660932,1,1,"WP_000698630.1"
"ABUW_2606","ABUW_2606","glycoside hydrolase/deacetylase family protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000496077.1"
"ABUW_2617","ABUW_2617","RHS family protein",-3.56221090351637,2.25475400205514,0.266131050443845,1,"WP_000081475.1"
"ABUW_2621","ABUW_2621","hypothetical protein",-3.89991747080508,2.35290398984952,0.149996795179727,0.864063893407055,"WP_001127331.1"
"ABUW_2630","ABUW_2630","lipid A biosynthesis lauroyl acyltransferase",-2.66599686960331,1.99525067589503,0.999999999999975,1,"WP_000165399.1"
"ABUW_2634","mutS","DNA mismatch repair protein MutS",-3.55344237076105,2.25722649878964,0.254568802950965,1,"WP_001083258.1"
"ABUW_2643","ABUW_2643","protein secretion ABC efflux system, permease and ATP-binding protein",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000988402.1"
"ABUW_2658","ABUW_2658","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_002039934.1"
"ABUW_2660","ABUW_2660","hypothetical protein",-3.02448465198839,2.09979049835399,0.500635399121533,1,"WP_001068512.1"
"ABUW_2662","ABUW_2662","hypothetical protein",-2.64816741380295,2.00462153746236,0.573933009829128,1,"no data"
"ABUW_2664","ABUW_2664","putative phage-related protein",-3.73087483639203,2.29192368811056,0.144522643195206,0.859633558125512,"WP_000653192.1"
"ABUW_2667","ABUW_2667","putative bacteriophage protein",-1.47650815239268,1.8197112660932,1,1,"WP_001273094.1"
"ABUW_2670","ABUW_2670","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000113266.1"
"ABUW_2672","ABUW_2672","hypothetical protein",-3.91994311319939,2.36051223101566,0.136992873207218,0.859633558125512,"WP_001004672.1"
"ABUW_2673","ABUW_2673","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001138417.1"
"ABUW_2674","ABUW_2674","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000072985.1"
"ABUW_2676","ABUW_2676","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_001245792.1"
"ABUW_2677","ABUW_2677","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000110645.1"
"ABUW_2693","ABUW_2693","hypothetical protein",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_000427182.1"
"ABUW_2696","ABUW_2696","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000636785.1"
"ABUW_2705","ABUW_2705","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000331651.1"
"ABUW_2706","cueR","Cu(I)-responsive transcriptional regulator",-1.47650815239268,1.8197112660932,1,1,"WP_001020650.1"
"ABUW_2707","actP2","copper-translocating P-type ATPase",-3.54859000157027,2.24252034484847,0.250953098682292,1,"no data"
"ABUW_2708","ABUW_2708","Heavy metal transport/detoxification protein",-2.19186783462656,1.93057900459029,0.999999999999975,1,"WP_001985155.1"
"ABUW_2710","benA","benzoate 1,2-dioxygenase, large subunit",-3.25801045751119,2.14458028205954,0.529917442703699,1,"WP_001137401.1"
"ABUW_2713","benD","1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_2714","benE","benzoate transporter",-3.67217265723084,2.27761133095964,0.315085766620977,1,"WP_000212306.1"
"ABUW_2715","benK","major facilitator superfamily MFS_1",-2.58616634613213,3.6123538846547,0.0224665193532252,0.461684843305377,"no data"
"ABUW_2716","benP2","benzoate transport porin BenP",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2718","hrpA","ATP-dependent helicase HrpA",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000931798.1"
"ABUW_2719","ahpC","peroxiredoxin",-4.07696779256983,7.98456900295383,1.02558388808508e-05,0.00222698215698474,"WP_000052794.1"
"ABUW_2724","ABUW_2724","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001037898.1"
"ABUW_2726","ABUW_2726","endonuclease/exonuclease/phosphatase",-2.92805109343698,2.06771563730934,0.585726076682987,1,"WP_000847239.1"
"ABUW_2730","ABUW_2730","OmpA/MotB",-4.42118196201105,2.58264448167778,0.0706192259270616,0.698781864648296,"WP_000026486.1"
"ABUW_2732","pyrB","aspartate carbamoyltransferase",2.65143085576737,1.87913563580981,0.999999999999975,1,"no data"
"ABUW_2734","ABUW_2734","putative RNA methylase",-3.20668796723158,2.14027679706828,0.581626755477065,1,"no data"
"ABUW_2737","clpB","ATP-dependent chaperone ClpB",-3.25818169120401,2.14458028205954,0.529763113002306,1,"WP_001210050.1"
"ABUW_2740","ABUW_2740","OsmC-like protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_001195082.1"
"ABUW_2746","hisZ","ATP phosphoribosyltransferase regulatory subunit",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_2753","ABUW_2753","cytochrome B561",-1.47650815239268,1.8197112660932,1,1,"WP_001111768.1"
"ABUW_2757","ABUW_2757","monooxygenase, flavin-binding family",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_000256739.1"
"ABUW_2762","ABUW_2762","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000626169.1"
"ABUW_2765","ABUW_2765","putative transferase",-1.47650815239268,1.8197112660932,1,1,"WP_000658008.1"
"ABUW_2766","ABUW_2766","transcriptional regulator, AraC family",-3.31880092776592,2.17280583618336,0.292612101860209,1,"WP_002017502.1"
